INST_NM,CERT_NBR,BranchNBR,INST_DEPOSIT,id
Saint Francis X Federal Credit Union,7219,3,105387907,6821
Straits Area Federal Credit Union,7428,3,0,6822
Wolverine State Credit Union,62203,3,0,6823
TBA Credit Union,61795,3,1036724,6824
First National Bank of America,17438,3,643540,6825
Family Financial Credit Union,61633,3,0,6826
Sunrise Family Credit Union,61995,3,0,6827
Michigan One Community Credit Union,62169,3,0,6828
Best Financial Credit Union,62027,3,0,6829
Port City Federal Credit Union,5116,3,86874,6830
Kent County Credit Union,62249,3,0,6831
Mayville State Bank,12899,3,81621,6832
Bay Port State Bank,15585,3,85965,6833
Journey Federal Credit Union,20943,3,0,6834
Farmers State Bank of Munith,15011,3,56841,6835
Ann Arbor State Bank,58889,3,187293,6836
Chelsea State Bank,14009,3,238024,6837
OSB Community Bank,1008,3,66003,6838
New Buffalo Savings Bank,31257,3,73830,6839
Greater Niles Community Federal Credit Union,22114,3,0,6840
Advantage One Credit Union,68679,3,0,6841
Northeast Bank,16659,3,302920,6842
Boundary Waters Bank,35172,3,98933,6843
Minnesota Catholic Credit Union,63977,3,7052161,6844
Farmers & Merchants State Bank of Pierz,10165,3,157717,6845
First National Bank Minnesota,5247,3,178836,6846
Charter Bank,23137,3,488583,6847
Dawson Co-Op Credit Union,61624,3,0,6848
Security State Bank,485,3,108366,6849
Citizens State Bank of Hayfield,10957,3,77990,6850
"F&M Community Bank, National Association",10967,3,84549,6851
Glenwood State Bank,8853,3,199286,6852
Security Bank Minnesota,10984,3,504029,6853
Farmers State Bank of Hartland,10561,3,90233,6854
Produce State Bank,10178,3,52023,6855
First State Bank of Red Wing,8191,3,66891,6856
Community Resource Bank,5219,3,198644,6857
First Minnetonka City Bank,19188,3,171608,6858
Diversified Credit Union,61726,3,0,6859
Richfield Bloomington Credit Union,60125,3,0,6860
Minnesota Lakes Bank,23986,3,69503,6861
First State Bank of Sauk Centre,8831,3,79422,6862
Lake Region Bank,10965,3,92624,6863
North American State Bank,10179,3,91945,6864
North Shore Federal Credit Union,18473,3,0,6865
First Farmers & Merchants State Bank,1600,3,71073,6866
Farmers & Merchants State Bank of Blooming Prairie,1599,3,63102,6867
Northern State Bank of Thief River Falls,15286,3,266033,6868
State Bank of Faribault,1610,3,154116,6869
First National Bank of Northfield,5218,3,136227,6870
Home Town Federal Credit Union,21669,3,0,6871
Pioneer National Bank of Duluth,5130,3,67403,6872
Centricity Credit Union,68685,3,0,6873
Northern Communities Credit Union,64655,3,0,6874
Harbor Pointe Credit Union,60207,3,0,6875
Minnesota Power Employees Credit Union,60377,3,180570,6876
Energy Services Federal Credit Union,24664,3,0,6877
Granite Community Bank,5116,3,86874,6878
Saint Cloud Federal Credit Union,24584,3,0,6879
Mid-Central Federal Savings Bank,30943,3,81707,6880
Lake Elmo Bank,15443,3,274350,6881
Winona National Bank,5280,3,231343,6882
BANKWEST,16704,3,111134,6883
Citizens Bank & Trust,14293,3,74924,6884
Home Exchange Bank,8884,3,94777,6885
Bank of Monticello,12232,3,85808,6886
Kahoka State Bank,19774,3,43801,6887
Peoples Bank of Wyaconda,15415,3,79685,6888
Hamilton Bank,15606,3,68126,6889
Saints Avenue Bank,16170,3,54637,6890
Kansas City Credit Union,63388,3,0,6891
Central Missouri Community Credit Union,60383,3,0,6892
Bank of Louisiana,8885,3,44482,6893
Lead Bank,8283,3,116976,6894
Missouri Bank II,13787,3,74431,6895
Connections Bank,13585,3,36708,6896
1st Financial Federal Credit Union,24774,3,0,6897
Citizens Bank of Eldon,1956,3,112155,6898
Community Point Bank,14604,3,86976,6899
United Bank of Union,14334,3,262020,6900
Electro Savings Credit Union,62590,3,0,6901
Members 1st Credit Union,67770,3,737104,6902
Saint Clair County State Bank,11002,3,113427,6903
Mid America Bank & Trust Company,1624,3,120625,6904
MRV Banks,58619,3,130153,6905
Branson Bank,35420,3,147774,6906
Ozark Federal Credit Union,7641,3,0,6907
Bank of New Madrid,14701,3,82933,6908
Senath State Bank,15101,3,58644,6909
Citizens Bank,11432,3,64725,6910
First State Bank,10588,3,100917,6911
Bank of Okolona,5902,3,136305,6912
Bank of Forest,898,3,124552,6913
Members Exchange Credit Union,60598,3,0,6914
Gulf Coast Community Federal Credit Union,242,3,1069425000,6915
Embark Federal Credit Union,1104,3,0,6916
High Peaks Federal Credit Union,14668,3,0,6917
Sky Federal Credit Union,761,3,0,6918
Billings Federal Credit Union,887,3,0,6919
Little Horn State Bank,11821,3,69230,6920
First State Bank of Forsyth,8317,3,104743,6921
"Taylorsville Savings Bank, SSB",32348,3,86553,6922
BlueHarbor Bank,58691,3,113033,6923
HealthShare Credit Union,66317,3,0,6924
First State Bank of Cando,15471,3,48711,6925
Citizens State Bank of Finley,16187,3,93829,6926
Goose River Bank,10236,3,94287,6927
Dakota Plains Credit Union,63613,3,242684,6928
Hometown Credit Union,61648,3,0,6929
Lincoln State Bank,8390,3,60535,6930
Great Plains State Bank,14058,3,31992,6931
Tilden Bank,15774,3,73977,6932
Commercial State Bank,13819,3,77738,6933
Bank of Dixon County,14912,3,75913,6934
First National Bank in Ord,5460,3,119740,6935
Western Heritage Credit Union,60398,3,0,6936
Bank of Ashland,8595,3,355909,6937
Bank of Bennington,8595,3,355909,6938
Trius Federal Credit Union,17999,3,1169569000,6939
Countryside Bank,1438,3,60755,6940
First Central Bank,10637,3,80826,6941
First State Bank,16333,3,111259,6942
Five Points Bank of Hastings,14312,3,239660,6943
Auburn State Bank,11477,3,73677,6944
Bellwether Community Credit Union,60747,3,0,6945
Greater Alliance Federal Credit Union,2182,3,744552,6946
Bogota Savings Bank,29941,3,364049,6947
IRCO Community Federal Credit Union,17395,3,20095,6948
Picatinny Federal Credit Union,3291,3,1488549,6949
RSI Bank,12017,3,391298,6950
Members 1st of New Jersey Federal Credit Union,2574,3,195636554,6951
Southwest Federal Credit Union,964,3,1086292000,6952
Everyones Federal Credit Union,9370,3,28856190,6953
Western Heritage Bank,35492,3,6333331,6954
Valley Bank of Commerce,22600,3,150430,6955
One Source Federal Credit Union,2115,3,2916566,6956
Estacado Credit Union,8299,3,0,6957
Carlsbad National Bank,2241,3,289408,6958
Sierra Pacific Federal Credit Union,1000,3,22889465,6959
Twin Rivers Federal Credit Union,20290,3,245449,6960
Ticonderoga Federal Credit Union,9219,3,0,6961
Carthage Federal Savings & Loan Association,28942,3,159235,6962
First Source Federal Credit Union,2658,3,0,6963
Great Meadow Federal Credit Union,11402,3,0,6964
Great Erie Federal Credit Union,7925,3,0,6965
Buffalo Service Credit Union,60716,3,77449451,6966
Meridia Community Federal Credit Union,10684,3,0,6967
Finger Lakes Federal Credit Union,18022,3,0,6968
Auburn Community Federal Credit Union,988,3,18028,6969
Greater Woodlawn Federal Credit Union,18800,3,0,6970
GHS Federal Credit Union,3841,3,0,6971
Sawyer Savings Bank,16039,3,160390,6972
Empire State Bank,57672,3,167711,6973
Qside Federal Credit Union,3947,3,0,6974
Chinatown Federal Savings Bank,32209,3,111135,6975
Midwest Community Federal Credit Union,9522,3,0,6976
"Great Lakes Credit Union, Inc",68243,3,0,6977
Champion Credit Union Inc,63100,3,0,6978
Jeep Country Federal Credit Union,2918,3,0,6979
Marblehead Bank,9860,3,39612,6980
Antwerp Exchange Bank Company,14523,3,79805,6981
First National Bank of Sycamore,6706,3,96979,6982
Hometown Bank,30219,3,140271,6983
Greenville Federal,27965,3,111067,6984
"Community First Bank, National Association",6584,3,46517,6985
BFG Federal Credit Union,511,3,0,6986
Stark Federal Credit Union,14120,3,0,6987
Canton School Employees Federal Credit Union,2535,3,0,6988
Bank of Magnolia Company,2300,3,66352,6989
Monroe Federal Savings & Loan Association,29578,3,77573,6990
Covington Savings & Loan Association,28063,3,55529,6991
New Carlisle Federal Savings Bank,29173,3,65895,6992
Nationwide Bank,34710,3,5125785,6993
Pataskala Banking Company,9440,3,26124,6994
Bridge Credit Union,62406,3,0,6995
Peoples National Bank of Mount Pleasant,6649,3,52021,6996
Citizens National Bank of Woodsfield,6732,3,100300,6997
Harrison Building & Loan Association,28080,3,187859,6998
Fairfield Federal Savings & Loan Association,27806,3,215822,6999
Cincinnati Interagency Federal Credit Union,7088,3,0,7000
Eagle Savings Bank,30439,3,89207,7001
CenterBank,35117,3,111647,7002
Peoples Savings Bank,9439,3,56392,7003
Stock Exchange Bank,414,3,249070,7004
Anchor D Bank,4208,3,141913,7005
ACB Bank,4061,3,76399,7006
First Bank & Trust Company,13946,3,137327,7007
Exchange Bank & Trust Company,13366,3,245280,7008
Security National Bank of Enid,14966,3,298025,7009
Blue Sky Bank,14899,3,191685,7010
Security Bank & Trust Company,9881,3,67857,7011
Exchange Bank,10672,3,79758,7012
Bank of Commerce,422,3,76754,7013
Bank of Cherokee County,2327,3,95854,7014
Muskogee Federal Credit Union,946,3,0,7015
Bank of Hydro,10674,3,111131,7016
First Oklahoma Bank,12484,3,331887,7017
Stroud National Bank,4204,3,66702,7018
Peoples Bank,9882,3,86413,7019
Valor Bank,9467,3,31535,7020
First State Bank,17884,3,193983,7021
Southwest Oklahoma Federal Credit Union,12271,3,0,7022
Valliance Bank,57841,3,275309,7023
Credit Union One of Oklahoma,64850,3,0,7024
OU Federal Credit Union,9335,3,0,7025
Peoples National Bank of Checotah,4059,3,110753,7026
McCurtain County National Bank,23798,3,193665,7027
Saint Helens Community Federal Credit Union,2730,3,0,7028
Consolidated Federal Credit Union,9292,3,0,7029
Sunset Science Park Federal Credit Union,13416,3,52270,7030
Willamette Community Bank,57513,3,89274,7031
Food Industries Credit Union,63476,3,6804612,7032
Linn-Co Federal Credit Union,10779,3,0,7033
Cascade Community Federal Credit Union,5652,3,0,7034
Tendto Credit Union,63648,3,0,7035
Greenville Savings Bank,30637,3,192930,7036
Choice One Community Federal Credit Union,4240,3,0,7037
Landmark Community Bank,57112,3,228667,7038
NET Federal Credit Union,4792,3,464142,7039
Pennsylvania State Employees Credit Union,64131,3,0,7040
SPE Federal Credit Union,24187,3,0,7041
Allegent Community Federal Credit Union,205,3,0,7042
Lebanon Federal Credit Union,19510,3,248511,7043
Superior Credit Union,60215,3,0,7044
Iron Workers Savings Bank,28908,3,147365,7045
United Bank of Philadelphia,33568,3,55005,7046
"Home Loan Investment Bank, FSB",27417,3,191972,7047
Postal Government Employees Federal Credit Union,24528,3,0,7048
Blue Ridge Bank,17773,3,93405,7049
Upstate Federal Credit Union,24484,3,0,7050
Secured Advantage Federal Credit Union,12877,3,10586959,7051
Clover Community Bank,27055,3,110072,7052
Mid Carolina Credit Union,60735,3,279550033,7053
Heritage Community Bank,35076,3,89466,7054
Palmetto Heritage Bank & Trust,57880,3,114959,7055
Western Dakota Bank,492,3,33743,7056
Dakota Prairie Bank,504,3,69684,7057
Quoin Financial Bank,15629,3,130811,7058
Great Plains Bank,505,3,77669,7059
Farmers State Bank of Turton,6084,3,24767,7060
Services Center Federal Credit Union,14874,3,0,7061
Fort Randall Federal Credit Union,7067,3,0,7062
One American Bank,6078,3,65616,7063
Bank of Gleason,2379,3,93940,7064
Traditions First Bank,57092,3,336208,7065
Citizens Bank,6103,3,156607,7066
CedarStone Bank,57684,3,136174,7067
Enbright Credit Union,68148,3,0,7068
First Farmers & Commercial Bank,4960,3,98276,7069
Civis Bank,9499,3,103023,7070
Lowland Credit Union,60527,3,62499504,7071
Bank of Jackson,34457,3,132657,7072
Community Bank,31272,3,104335,7073
Bank of Frankewing,1484,3,185519,7074
Bank of Lincoln County,57396,3,112046,7075
First Commerce Bank,57465,3,258101,7076
First Vision Bank of Tennessee,58201,3,153883,7077
Mountain Valley Bank,1705,3,84625,7078
Newport Federal Bank,29089,3,173587,7079
"Greeneville Federal Bank, FSB",31198,3,125055,7080
Heritage Community Bank,57656,3,86242,7081
Select Seven Credit Union,6079,3,0,7082
First State Bank,16695,3,183031,7083
Pantex Federal Credit Union,3571,3,0,7084
First National Bank,26219,3,158178,7085
First National Bank of Hereford,34918,3,136714,7086
First Bank of Muleshoe,17474,3,88312,7087
Security Bank,3400,3,134469,7088
WesTex Federal Credit Union,5373,3,0,7089
First National Bank of Eagle Lake,3179,3,88476,7090
First Bank,3121,3,284482,7091
Bowie Bank,3275,3,223668,7092
First National Bank of Dublin,26228,3,76717,7093
Texas Bank Financial,26967,3,117727,7094
Cendera Bank,3098,3,62022,7095
"Texas Republic Bank, National Association",3400,3,134469,7096
AccessBank Texas,58562,3,153654,7097
LibertyOne Credit Union,61604,3,0,7098
Texas Security Bank,58739,3,227474,7099
RelyOn Credit Union,68325,3,0,7100
Lone Star Credit Union,68449,3,0,7101
Fannin Bank,5589,3,76560,7102
"NexBank, SSB",29209,3,1758160,7103
First National Bank of Winnsboro,5590,3,108218,7104
First National Bank of Fort Stockton,17913,3,92277,7105
Fort Davis State Bank,17446,3,64153,7106
Brave National Bank,17913,3,92277,7107
West Texas Credit Union,67592,3,0,7108
Westex Community Credit Union,67915,3,19767761,7109
National Bank of Andrews,17603,3,168976,7110
Members Financial Federal Credit Union,4020,3,0,7111
First State Bank,26738,3,91448,7112
Citizens Federal Credit Union,10170,3,6804612,7113
First National Bank of Sterling City,5538,3,133213,7114
Texas State Bank,18698,3,223327,7115
First National Bank of Mertzon,3339,3,282157,7116
Big Lake Bank,26738,3,91448,7117
Concho Educators Federal Credit Union,4684,3,0,7118
Communities of Abilene Federal Credit Union,10706,3,0,7119
Farmers & Merchants Bank,3170,3,68889,7120
Eden State Bank,26738,3,91448,7121
Grandview Bank,3230,3,136684,7122
First National Bank of Evant,3190,3,160381,7123
First State Bank of Burnet,11557,3,218814,7124
First National Bank of Jasper,18150,3,229032,7125
Kerr County Federal Credit Union,1558,3,0,7126
Guadalupe National Bank,58768,3,116114,7127
Community Bank of Jarrell,17913,3,92277,7128
Rogers Bank,11916,3,67100,7129
Buckholts State Bank,11916,3,67100,7130
Brenham National Bank,3113,3,251654,7131
MemberSource Credit Union,68440,3,0,7132
First National Bank of Bellville,3099,3,496875,7133
Citizens State Bank of Luling,10327,3,58976,7134
First Lockhart National Bank,13599,3,184774,7135
Fayette Savings Bank,31936,3,91683,7136
Fayetteville Bank,3195,3,350607,7137
Gulf Coast Educators Federal Credit Union,5648,3,0,7138
Beacon Federal Credit Union,6062,3,82272556,7139
Cy Fair Federal Credit Union,11452,3,0,7140
Bank of River Oaks,58142,3,370094,7141
Houston Police Federal Credit Union,2357,3,335056,7142
BCM Federal Credit Union,12892,3,0,7143
Falls City National Bank,3193,3,315204,7144
First State Bank,17950,3,159346,7145
Cal-Com Federal Credit Union,18935,3,39293,7146
Gulf Coast Federal Credit Union,4060,3,0,7147
Star Credit Union,68300,3,0,7148
Rio Grande Valley Credit Union,61734,3,0,7149
"Community Bank & Trust, Waco, Texas",17108,3,347636,7150
Ally Bank,57803,3,61840924,7151
Education 1st Credit Union,67127,3,0,7152
American Bank of Commerce d/b/a AmBank,34232,3,64018,7153
Oak View National Bank,58827,3,149502,7154
Freedom Bank of Virginia,57184,3,347966,7155
Old Dominion National Bank,58504,3,43895,7156
Highlands Community Bank,57420,3,4373057,7157
Select Bank,58563,3,193175,7158
Salem VA Medical Center Federal Credit Union,1127,3,279550033,7159
Virginia Beach Schools Federal Credit Union,13772,3,0,7160
Beach Municipal Federal Credit Union,20394,3,0,7161
Mountain Pacific Bank,58341,3,133507,7162
UniBank,58407,3,199876,7163
O Bee Credit Union,60059,3,0,7164
Raymond Federal Bank,28266,3,47590,7165
Lower Valley Credit Union,68304,3,62499504,7166
Granco Federal Credit Union,10904,3,0,7167
Security State Bank,9036,3,64829,7168
Indianhead Credit Union,66434,3,237987918,7169
Northwoods Community Credit Union,67240,3,0,7170
PCM Credit Union,66424,3,738766,7171
Greenleaf Wayside Bank,12661,3,73400,7172
Independence State Bank,10741,3,55305,7173
Pigeon Falls State Bank,13030,3,70608,7174
"Bank of Whitehall, A Branch of Pigeon Falls SB",13030,3,70608,7175
Premier Financial Credit Union,66760,3,981590,7176
Cleveland State Bank,9517,3,91404,7177
Bank of Wisconsin Dells,15136,3,371727,7178
Community Bank of Portage,15136,3,371727,7179
Saint Marys & Affiliates Credit Union,66564,3,0,7180
Hustisford State Bank,12354,3,41199,7181
TSB Bank,17208,3,109002,7182
"Bank of Augusta, A Branch of Pigeon Falls State Ba",13030,3,70608,7183
Farmers & Merchants Bank & Trust,10382,3,130037,7184
Fox Valley Savings Bank,29188,3,257115,7185
Bristol Morgan Bank,9523,3,73288,7186
Tennyson/Potosi Community Bank,14316,3,52094,7187
Benton State Bank,14316,3,52094,7188
Shullsburg Community Bank,14316,3,52094,7189
Headwaters State Bank,9035,3,55982,7190
Oakdale Credit Union,67200,3,6333331,7191
Park Bank,13054,3,43544,7192
Shipbuilders Credit Union,66444,3,279550033,7193
Intercity State Bank,17128,3,124598,7194
Partners Bank of Wisconsin,12513,3,85850,7195
Brokaw Credit Union,67000,3,0,7196
Aurora Credit Union,66408,3,0,7197
Central Alliance Credit Union,66657,3,0,7198
Wolf River Community Bank,34240,3,110560,7199
River Cities Bank,34304,3,182720,7200
First National Bank of Park Falls,5358,3,113243,7201
Focus Credit Union,66451,3,0,7202
First National Bank of Hartford,5297,3,162094,7203
Nekoosa Port Edwards State Bank,2482,3,174681,7204
Paper City Savings Association,29676,3,142245,7205
"Hancock County Savings Bank, FSB",29035,3,289151,7206
Long Reach Federal Credit Union,22241,3,0,7207
"BCBank, Inc",20215,3,96825,7208
Pleasants County Bank,847,3,60565,7209
First Neighborhood Bank,6800,3,122488,7210
Bank of Mount Hope,13017,3,102991,7211
Bank of Monroe,6180,3,103037,7212
Putnam County Bank,15243,3,543695,7213
Huntingtonized Federal Credit Union,3438,3,0,7214
Universal Federal Credit Union,785,3,0,7215
"First Peoples Bank, Inc",6173,3,108086,7216
Bank of Star Valley,34148,3,123211,7217
Wyochem Federal Credit Union,21498,3,0,7218
Atlantic City Federal Credit Union,16009,3,73830,7219
First National Bank of Gillette,18880,3,535510,7220
Wyo Central Federal Credit Union,12354,3,41199,7221
Campco Federal Credit Union,20727,3,53972437,7222
Western Vista Federal Credit Union,3972,3,0,7223
Converse County Bank,12591,3,462936,7224
Security First Bank,31966,3,64938,7225
Summit Bank,57442,3,0,7226
"Simmons First Bank of El Dorado, NA",3860,3,0,7227
Simmons First Bank of El Dorado,3860,3,0,7228
LaSalle Bank Midwest National Association,22488,3,0,7229
Michigan National Bank,22488,3,0,7230
Community Bank of West Georgia,57436,3,0,7231
Community Bank of Paulding County,57436,3,0,7232
Monmouth Federal Credit Union,9035,3,55982,7233
"Regents Bank, National Association",57177,3,0,7234
F&M Bank-Iowa,10904,3,0,7235
Ravenswood Bank,34231,2,0,7236
"Citizens Community Bank of Illinois, NA",16641,2,0,7237
Dow Great Western Credit Union,64503,2,0,7238
Corner Stone Credit Union,68011,2,0,7239
Sanger Bank,27043,2,114515,7240
Marion Bank & Trust Company,14184,2,202374,7241
Bank of Milan,33851,2,54231,7242
Metro North Federal Credit Union,9441,2,0,7243
El Monte Community Credit Union,95072,2,17246612,7244
Delta Trust & Bank,92,2,0,7245
First Carolina Peoples Credit Union,62673,2,0,7246
First Home Bank,34997,2,77452,7247
NW Preferred Federal Credit Union,3853,2,0,7248
Bank of Alameda,34577,2,0,7249
First State Bank,17775,2,82102,7250
Vizo Financial Corporate Credit Union,65653,2,0,7251
New Visions Community Federal Credit Union,12935,2,0,7252
Mainland Bank,16308,2,111584,7253
North Side Community Federal Credit Union,21550,2,0,7254
Community Bank of Pleasant Hill,58423,2,46670,7255
Plaza Bank,58305,2,62848,7256
Chattahoochee Federal Credit Union,24221,2,0,7257
Valex Federal Credit Union,6116,2,83395,7258
National Bank of California,24108,2,6260044,7259
First State Bank of Van Orin,10809,2,36181,7260
Entertainment Industries Federal Credit Union,22032,2,3652728,7261
First State Bank of Brownsboro,11181,2,88508,7262
Park Avenue Bank,19797,2,0,7263
United Poles Federal Credit Union,16577,2,0,7264
Central Jersey Federal Credit Union,1108,2,0,7265
Riegel Federal Credit Union,13944,2,0,7266
First Bank,4516,2,0,7267
McClatchy Employees Credit Union,65095,2,24607178,7268
Xenith Bank,57487,2,0,7269
20th Century Fox Federal Credit Union,16954,2,0,7270
"First Savers Bank, FSB",32503,2,0,7271
White River Credit Union,64421,2,205512,7272
First Choice Community Credit Union,67185,2,17022609,7273
First State Bank of Roscoe,9005,2,91123,7274
FirstBank of Littleton,26295,2,0,7275
Motion Federal Credit Union,53,2,0,7276
South Coast Bank & Trust,16283,2,78546,7277
Jacksonville Firemens Credit Union,67717,2,1086292000,7278
"Central Jersey Bank, National Association",34612,2,0,7279
Advantage Bank,29864,2,0,7280
Bank of Edison,5686,2,37363,7281
Community United Credit Union,97092,2,538722,7282
South Bay Credit Union,95052,2,16001970,7283
Duluth Police Department Employees Credit Union,64359,2,0,7284
Federated Employees Credit Union,64703,2,0,7285
Delta Schools Federal Credit Union,24492,2,0,7286
Great Florida Bank,57719,2,0,7287
Bank of Belle Glade,18930,2,87713,7288
Graystone Bank,58166,2,0,7289
First Security Bank - Canby,5107,2,53575,7290
First National Bank,14372,2,0,7291
Premier Bank,34112,2,0,7292
Mile High Banks,3036,2,1328659,7293
Katahdin Federal Credit Union,9348,2,0,7294
Northwest Adventist Federal Credit Union,14786,2,199027,7295
Farmers Savings Bank,2290,2,211296,7296
TopMark Federal Credit Union,15438,2,0,7297
Fargo VA Federal Credit Union,288,2,40540,7298
BAC Florida Bank,21265,2,1301684,7299
Access Credit Union,68368,2,0,7300
Andover Federal Credit Union,16067,2,23893949,7301
Banner Capital Bank,19274,2,94558,7302
Blue Eagle Credit Union,68629,2,0,7303
Catalyst Corporate Federal Credit Union,24838,2,0,7304
Allied First Bank,55130,2,109521,7305
New Century Bank South,57609,2,0,7306
Mohave Community Federal Credit Union,12000,2,6591607,7307
LCE Federal Credit Union,13885,2,0,7308
Gulf Coast Federal Credit Union,7520,2,0,7309
Ohios First Class Credit Union,96682,2,0,7310
Jefferson Bank,34196,2,0,7311
Oak Bank,35333,2,237043,7312
Rome Kraft Employees Credit Union,60707,2,0,7313
First National Bank of Litchfield,3807,2,81365,7314
First Liberty National Bank,3301,2,2237135,7315
New England Teamsters Federal Credit Union,21507,2,17022609,7316
First State Bank,18301,2,77188,7317
McClave State Bank,11261,2,22678,7318
"Inland Community Bank, National Association",32916,2,0,7319
Capital Bank,34562,2,99691,7320
Gilmore Bank,17523,2,0,7321
CommonWealth Credit Union,60675,2,0,7322
"Mojave Desert Bank, National Association",33484,2,0,7323
Spectrum Bank,58674,2,0,7324
Orange Bank of Florida,57960,2,0,7325
First Bristol Federal Credit Union,722,2,0,7326
Glynn County Federal Employees Credit Union,67354,2,279550033,7327
Providence Bank,58189,2,95209,7328
McIntosh Commercial Bank,57399,2,0,7329
Ace Community Credit Union,62795,2,11153189,7330
Central Illinois Credit Union,65186,2,440924,7331
Tuscola National Bank,938,2,67916,7332
Northern Illinois University Employees FCU,19708,2,0,7333
Financial Builders Federal Credit Union,16213,2,0,7334
Peoples State Bank,14898,2,0,7335
Owingsville Banking Company,9672,2,52356,7336
Beauregard Federal Savings Bank,30339,2,47081,7337
SELH Federal Credit Union,10509,2,0,7338
Central Progressive Bank,19657,2,0,7339
River Region Federal Credit Union,13763,2,0,7340
Franklin First Federal Credit Union,12604,2,0,7341
Patriots Bank,57651,2,0,7342
Investors National Bank,29093,2,56036,7343
Americas Community Bank,8893,2,23811,7344
B&L Bank,30691,2,0,7345
"Bremer Bank, National Association",12917,2,0,7346
"Bremer Bank, National Association",5241,2,0,7347
Drake Bank,57336,2,67340,7348
Lake County Educational Federal Credit Union,24545,2,0,7349
Mississippi County Savings & Loan Association,30526,2,7107,7350
Bank of Billings,16959,2,44489,7351
Bank of Granite,5950,2,0,7352
"Falls Catholic Credit Union, Inc",96707,2,0,7353
Carolina Bank,34348,2,595934,7354
"Security Savings Bank, SSB",28139,2,0,7355
Duke University Federal Credit Union,18616,2,0,7356
First National Bank South Dakota,18613,2,0,7357
Gateway Credit Union,68171,2,0,7358
TriSummit Bank,58467,2,0,7359
Eddy Federal Credit Union,9566,2,0,7360
Nevada Security Bank,57110,2,0,7361
Amalgamated Credit Union,62087,2,0,7362
Emigrant Savings Bank-Brooklyn/Queens,58169,2,0,7363
Triumph State Bank,1906,2,56738,7364
Citizens State Bank of Glenville,1918,2,33240,7365
First State Bank of Kiester,5175,2,17158,7366
Minnesota Bank & Trust,58818,2,281394,7367
Crown Bank,35480,2,184640,7368
Fidelity Bank,20268,2,384082,7369
Security State Bank of Warroad,9773,2,77027,7370
First Bank of the Lake,26960,2,50626,7371
Edison Financial Credit Union,61121,2,0,7372
First Citizens Bank of Polson,21478,2,18671,7373
Ravalli County Federal Credit Union,19732,2,0,7374
Western Security Bank,57248,2,0,7375
Illini Bank,19980,2,245953,7376
Cole Taylor Bank,22599,2,0,7377
OmniBank,8871,2,40733,7378
Bank of Morton,8556,2,52160,7379
"First Security Trust Bank, Inc",34863,2,0,7380
Commercial Savings Bank,2291,2,0,7381
"Advantage Credit Union, Inc",61383,2,86703,7382
MetroWest Community Federal Credit Union,4731,2,0,7383
AmTrust Bank,29776,2,0,7384
Citywide Banks,19858,2,0,7385
Fidelis Catholic Credit Union,9810,2,0,7386
Alaska Pacific Bank,29849,2,0,7387
Northwest Arkansas Federal Credit Union,195,2,0,7388
Mission Oaks National Bank,57021,2,0,7389
Bay Pines Federal Credit Union,192,2,0,7390
River Works Credit Union,66346,2,0,7391
FLAG Credit Union,68461,2,0,7392
University Bank,14587,2,131731,7393
Iberville Bank,8807,2,0,7394
Pickens Federal Credit Union,14169,2,0,7395
First Capital Bank,34966,2,44835,7396
LifeTime Credit Union,67186,2,0,7397
Sugar Workers Federal Credit Union,3558,2,0,7398
Georgia Heritage Federal Credit Union,3800,2,0,7399
Workmens Circle Credit Union,67892,2,0,7400
Security State Bank,19680,2,36786,7401
First National Bank of Georgia,16480,2,0,7402
Sloan State Bank,8507,2,47734,7403
Lancaster-Depew Federal Credit Union,11663,2,0,7404
Bank of New Castle,27575,2,500,7405
Damascus Community Bank,27280,2,264500,7406
Midflorida Federal Credit Union,23079,2,0,7407
Saints Margaret & Gregory Federal Credit Union,5089,2,1683144,7408
Memorial Health Credit Union,68556,2,5764520,7409
Community Central Bank,34234,2,0,7410
Puget Sound Cooperative Credit Union,68204,2,0,7411
Pacific Crest Savings Bank,34585,2,152585,7412
Guaranty Bank,32618,2,0,7413
Alaska Airlines/Horizon Air Employees Federal CU,8100,2,0,7414
First Citizens Bank of Butte,22502,2,49342,7415
Easton Bank & Trust Company,33815,2,0,7416
Ukrainian Selfreliance Michigan Federal CU,8000,2,0,7417
Pulaski Bank and Trust Company,33538,2,0,7418
Coast National Bank,34381,2,0,7419
Community Savings Bank,28841,2,348507,7420
First Bank & Trust of Childress,3134,2,81697,7421
Clifton Savings Bank,28633,2,761791,7422
Downers Grove National Bank,17488,2,0,7423
County Federal Credit Union,10794,2,0,7424
NorWest Medical Federal Credit Union,21918,2,0,7425
Warsaw Federal Savings & Loan Assoc of Cincinnati,28217,2,50237,7426
State National Bank,34336,2,0,7427
167th TFR Federal Credit Union,13028,2,0,7428
Service 1st Credit Union,68016,2,0,7429
Peoples State Bank of Commerce,1701,2,0,7430
"Bremer Bank, National Association",2055,2,0,7431
Agassiz Federal Credit Union,24522,2,3456812,7432
State Bank of Jewett,15657,2,166196,7433
Parkvale Savings Bank,30237,2,12496933,7434
Omaha Police Federal Credit Union,12319,2,0,7435
Otter Tail Credit Union,64343,2,0,7436
"Reliance Bank, FSB",58129,2,0,7437
California National Bank,34659,2,0,7438
Mission Valley Bank,57101,2,229832,7439
California Bear Federal Credit Union,68507,2,0,7440
Calhoun-Liberty Employees Credit Union,67431,2,0,7441
